concept;feature
coach_(vehicle);is old
coach_(vehicle);is public transport
coach_(vehicle);is uncomfortable
coat;is warm
coat;has buttons
coat;is clothing
coat;has sleeves
coat;is worn
coat;made of fabric_cloth_material
coat;has a zip
coat;has a hood
coat;has pockets
coat;is worn over clothes
coat;is long
coat;is watertight_waterproof
coat;does protect
coat;made of wool
coat;has a collar
coat;does protect from weather
coat;is fashionable
coat;is rainproof
coat;is thick
coat;does keep dry
coat;is outdoor clothing
coat;is worn in winter
coat;is worn when cold
coat;made of plastic
coat;has a lining
coat;is big_large
coat;is worn on upper body
coat;made of cotton
coat;made of leather
coat;does fasten at front
coat;has a belt
coat;has arm holes
coat;has styles
coat;is comfortable
coat;is expensive
coat;is formal
coat;is furry
coat;is short
coat;is white
coat;made of polyester
coat;made of synthetic materials
cockerel;has feathers
cockerel;is a bird
cockerel;is male
cockerel;is a chicken
cockerel;does crow
cockerel;is noisy_loud
cockerel;has wings
cockerel;has a beak
cockerel;is an animal
cockerel;is colourful
cockerel;is found on farms
cockerel;does eat
cockerel;does peck
cockerel;has a red crest
cockerel;has a tail
cockerel;has feet
cockerel;does cockle doodle doo
cockerel;does not lay eggs
cockerel;does wake you up
cockerel;has claws
cockerel;has legs
cockerel;does eat seeds
cockerel;does fight
cockerel;does strut
cockerel;has a crest
cockerel;has eyes
cockerel;has spurs
cockerel;has wattles
cockerel;is a rooster
cockerel;is aggressive
cockerel;is eaten_edible
cockerel;does eat corn
cockerel;does fertilise eggs
cockerel;does live in coops
cockerel;does wake up early
cockerel;has a call
cockerel;has two eyes
cockerel;has two feet
cockerel;is big_large
cockerel;is black
cockerel;is funny
cockerel;is on cereal packets
cockerel;is red
cockerel;is white
cockerel;is yellow
cockroach;is an insect
cockroach;has legs
cockroach;has antenna
cockroach;is disgusting
cockroach;does scuttle_scurry
cockroach;has a shell
cockroach;is black
cockroach;is brown
cockroach;is a pest
cockroach;has wings
cockroach;is small
cockroach;has a hard shell
cockroach;has six legs
cockroach;has a body
cockroach;has an exoskeleton
cockroach;is dirty
cockroach;is hard to kill
cockroach;does crawl
cockroach;does live in hot countries
cockroach;does survive
cockroach;has a flat body
cockroach;has eyes
cockroach;is an animal
cockroach;is scary
cockroach;does survive a nuclear attack
cockroach;is alive
cockroach;is big_large
cockroach;is creepy
cockroach;is fast
cockroach;is found in dirty places
cockroach;is found in unhygienic conditions
cockroach;does breed_mate
cockroach;does carry disease
cockroach;does hiss
cockroach;does lay eggs
cockroach;has a bad smell
cockroach;has a mouth
cockroach;has a wide back
cockroach;is dark
cockroach;is found in dirty restaurants
cockroach;is found in homes_houses
cockroach;is found in kitchens
cockroach;is hardy
cockroach;is hated
cockroach;is like a beetle
coconut;has fur_hair
coconut;has milk
coconut;is brown
coconut;is hard
coconut;does grow on trees
coconut;does grow
coconut;has a shell
coconut;is a fruit
coconut;has flesh
coconut;is white
coconut;is tasty
coconut;is eaten_edible
coconut;is tropical
coconut;is a nut
coconut;is circular_round
coconut;does float
coconut;is used in cooking
coconut;has liquid
coconut;has skin_peel
coconut;is for curry
coconut;is soft
coconut;does fall
coconut;is food
coconut;is found in fairgrounds
coconut;is found on beaches
coconut;is hard to open
coconut;has a thick shell
coconut;has oil
coconut;is dessicated
coconut;is exotic
coconut;is harvested from trees
coconut;is heavy
coconut;is sweet
coconut;is used in desserts
cod;is a fish
cod;has fins
cod;has scales
cod;has gills
cod;is eaten_edible
cod;does swim
cod;is tasty
cod;is eaten with chips
cod;is found in seas
cod;is white
cod;has a tail
cod;is battered
cod;is endangered
cod;is fished
cod;has eyes
cod;does contain fish oils
cod;does smell_is smelly
cod;is big_large
cod;is long
cod;is overfished
cod;is popular
cod;is sold_bought
cod;is used in cooking
cod;has white meat
cod;is a white fish
cod;is food
cod;is found in Britain_UK_England
cod;is found in the Atlantic
cod;is in the chipshop
cod;made of bones
cod;does grow
cod;does lay eggs
cod;does live in cold water
cod;does reproduce
cod;has a head
cod;has a mouth
cod;is alive
cod;is eaten by humans
cod;is fish and chips
cod;is flaky
cod;is found at seaside
cod;is silver
cod;is small
cod;is thin
cod;made of flesh and bones
codeine;is a painkiller
codeine;is a drug
codeine;is a pill
codeine;is addictive
codeine;is medicine
codeine;is prescribed
codeine;is white
codeine;made of chemicals
codeine;is an opiate
codeine;is strong
codeine;is taken
codeine;is used by doctors
codeine;is anti-cough
codeine;is dangerous
codeine;does make you drowsy
codeine;has side effects
codeine;is a sleeping pill
codeine;is an antitussive
codeine;is for patients
codeine;is ingested
codeine;is manmade
codeine;is mixed with paracetamol
codeine;is over the counter
codeine;is taken orally
codeine;is useful
coffee;has caffeine
coffee;made of coffee beans
coffee;is hot
coffee;is a drink
coffee;is brown
coffee;made of milk
coffee;does wake you up
coffee;is made with water
coffee;is bitter
coffee;has a strong flavour
coffee;is drunk
coffee;is liquid
coffee;does smell good_nice
coffee;is a stimulant
coffee;is black
coffee;is tasty
coffee;does revitalise you
coffee;does smell_is smelly
coffee;has sugar
coffee;is dark
coffee;is drunk in the morning
coffee;is warm
coffee;is disgusting_taste bad
coffee;is in a mug
coffee;is sold by coffee shops
coffee;has hot water
coffee;is addictive
coffee;is grown
coffee;is popular
coffee;does scald
coffee;does warm
coffee;has a strong smell
coffee;has froth
coffee;has grains_granules
coffee;is a diuretic
coffee;is a hot drink
coffee;is a plant
coffee;is cappuccino
coffee;is decaffeinated
coffee;is espresso
coffee;is for adults
coffee;is ground
coffee;is made with a kettle
coffee;is necessary_essential
coffee;is soluble
coffee_machine;does make coffee
coffee_machine;made of metal
coffee_machine;made of plastic
coffee_machine;is electric
coffee_machine;is expensive
coffee_machine;is hot
coffee_machine;does need water
coffee_machine;has beans
coffee_machine;is big_large
coffee_machine;is found in offices
coffee_machine;does make drinks
coffee_machine;is found in kitchens
coffee_machine;does heat
coffee_machine;has buttons
coffee_machine;is a machine
coffee_machine;is heavy
coffee_machine;is used in restaurants_cafes
coffee_machine;is useful
coffee_machine;does need payment
coffee_machine;has a jug
coffee_machine;has a plug
coffee_machine;has nozzles
coffee_machine;has types of coffee
coffee_machine;is hard to use
coffee_machine;is noisy_loud
coffee_machine;does heat water
coffee_machine;does help people meet
coffee_machine;does need cleaning
coffee_machine;has a filter
coffee_machine;has a spout
coffee_machine;has cups
coffee_machine;has milk
coffee_machine;has options
coffee_machine;is American
coffee_machine;is an appliance
coffee_machine;is efficient
coffee_machine;is essential
coffee_machine;is fast
coffee_machine;is filled
coffee_machine;is inanimate
coffee_machine;is slow
coffee_machine;made of glass
coffee_pot;is used for coffee
coffee_pot;has a handle_handles
coffee_pot;does contain_hold
coffee_pot;made of metal
coffee_pot;has a spout
coffee_pot;made of ceramic_china_clay_porcelain
coffee_pot;made of glass
coffee_pot;has a lid
coffee_pot;is hot
coffee_pot;is found in kitchens
coffee_pot;does pour
coffee_pot;made of plastic
coffee_pot;does keep coffee warm
coffee_pot;does store
coffee_pot;is circular_round
coffee_pot;does hold_contain liquid_water
coffee_pot;does make coffee
coffee_pot;has a filter
coffee_pot;is a container
coffee_pot;is cylindrical
coffee_pot;is part of a coffee machine
coffee_pot;is silver
coffee_pot;is small
coffee_pot;is useful
coffin;made of wood
coffin;is for dead people
coffin;has a lid
coffin;is buried
coffin;is seen at funerals
coffin;is a box
coffin;is carried
coffin;is found on the ground
coffin;made of metal
coffin;is heavy
coffin;has a lining
coffin;is long
coffin;is morbid
coffin;has a handle_handles
coffin;is a container
coffin;is associated with vampires
coffin;is for bodies
coffin;is for cremation
coffin;does travel by hearse
coffin;has inscriptions
coffin;has nails
coffin;has sinister connotations
coffin;is a final resting place
coffin;made of brass
coffin;does burn
coffin;has a hinge_hinges
coffin;has cushions
coffin;has soft cushioning
coffin;is a casket
coffin;is associated with death
coffin;is big_large
coffin;is black
coffin;is brown
coffin;is expensive
coffin;is hollow
coffin;is lowered into the grave
coffin;is oddly shaped
coffin;is rectangular_square
coffin;is small
coffin;made of fabric_cloth_material
coffin;made of oak
coffin;made of plastic
coffin;made of wicker
coin;made of metal
coin;is circular_round
coin;is money
coin;has the queen's head
coin;has value
coin;is small
coin;is currency
coin;is in a purse
coin;has faces
coin;made of silver
coin;has two sides
coin;is bronze
coin;is for buying things
coin;is in a wallet
coin;is shiny
coin;made of copper
coin;has a picture_pictures
coin;has engraving
coin;is exchanged
coin;is light
coin;is tails
coin;is used to buy goods and services
coin;is used with notes
coin;does pay for things
coin;does smell_is smelly
coin;has a date
coin;has an edge
coin;is a penny
coin;is flipped
coin;is found in pockets
coin;is heads
coin;is hexagonal
coin;is specific to a country
coin;is spent
coin;is useful
coin;does decide decisions
coin;does jingle
coin;has markings
coin;is a token
coin;is flat
coin;is forged
coin;is found on the floor
coin;is handheld
coin;is in a till
coin;is minted
coin;is stamped
coin;made of gold
colander;has holes
colander;made of metal
colander;made of plastic
colander;is found in kitchens
colander;has a handle_handles
colander;does drain water
colander;is a utensil
colander;is a bowl
colander;is like a sieve
colander;is used in cooking
colander;is used to strain vegetables
colander;is used to wash food
colander;is useful
colander;is circular_round
colander;is used for pasta
colander;does hold fruit
comb;has teeth
comb;is for hair
comb;made of plastic
comb;does untangle hair
comb;does comb
comb;does brush
comb;is used to brush hair
comb;is small
comb;made of wood
comb;made of metal
comb;does tidy
comb;has a handle_handles
comb;is useful
comb;has bristles
comb;is light
comb;is thin
comb;made of bones
comb;does break
comb;does straighten
comb;does straighten hair
comb;is a tool
comb;is flat
comb;is long
comb;is old fashioned
cork;does stop bottles
cork;is used to seal
cork;made of cork
cork;is cylindrical
cork;is found in wine bottles
cork;does float
cork;is brown
cork;is popped
cork;made of wood
cork;is small
cork;is removed
cork;is spongy
cork;does keep wine fresh
cork;does need a corkscrew
cork;is from trees
cork;is light
cork;does stop spillages
cork;has holes
cork;is a stopper
cork;is crumbly
cork;is in champagne
cork;is natural
cork;is soft
cork;is used to make noticeboards
cork;has a top
cork;has small holes
cork;is circular_round
cork;is compressible
cork;is flexible
cork;is for floors
cork;is grown in Portugal
cork;is hard to remove
cork;is porous
cork;is watertight_waterproof
cork;is yellow
cork;made of plastic
cork;made of synthetic materials
corkscrew;made of metal
corkscrew;is used to open bottles
corkscrew;does open
corkscrew;has a handle_handles
corkscrew;is a tool
corkscrew;does remove corks
